id,word,meaning,furigana,romaji,level,frequency,difficulty
6285,日,"sun, sunshine, day",にち,nichi,3,6.38,3.5200000000000005
6286,貢献,"contribution, services",こうけん,kōken,3,4.42,5.48
6287,吸収,"absorption, suction, attraction",きゅうしゅう,kyūshū,3,4.38,5.5200000000000005
6288,騒音,noise,そうおん,sōon,3,3.85,6.050000000000001
6289,伝統,"tradition, convention",でんとう,dentō,3,4.64,5.260000000000001
6290,化粧,make-up (cosmetic),けしょう,keshō,3,4.38,5.5200000000000005
6291,よろしく,"well, properly, suitably, best regards, please remember me",（感）,(),3,4.89,5.010000000000001
6292,何でも,"by all means, everything",なんでも,nandemo,3,6.07,3.83
6293,割る,"to divide, to cut, to break, to halve",わる,waru,3,3.64,6.26
6294,ますます,"increasingly, more and more",,masumasu,3,4.16,5.74
6295,本物,genuine article,ほんもの,honmono,3,4.71,5.19
6296,始まり,"origin, beginning",はじまり,hajimari,3,4.69,5.21
6297,増加,"increase, addition",ぞうか,zōka,3,4.62,5.28
6298,事務,"business, office work",じむ,jimu,3,4.5,5.4
6299,菓子,pastry,かし,kashi,3,4.02,5.880000000000001
6300,今にも,"at any time, soon",いまにも,imanimo,3,3.27,6.630000000000001
6301,老人,"the aged, old person",ろうじん,rōjin,3,4.47,5.430000000000001
6302,運転,"operation, motion, driving",うんてん,unten,3,5.04,4.86
6303,非常,"emergency, extraordinary, unusual",ひじょう,hijō,3,5.04,4.86
6304,丸い,"round, circular, spherical",まるい,marui,3,3.69,6.210000000000001
6305,掛かる,"to take (e.g. time, money, etc), to hang",かかる,kakaru,3,3.98,5.92
6306,他,other (esp. places and things),た,ta,3,5.71,4.19
6307,表面,"surface, outside, face, appearance",ひょうめん,hyōmen,3,4.36,5.54
6308,自動,"automatic, self-motion",じどう,jidō,3,4.97,4.930000000000001
6309,谷,valley,たに,tani,3,4.49,5.41
6310,汗,"sweat, perspiration",あせ,ase,3,4.58,5.32
6311,スタンド,stand,,sutando,3,4.31,5.590000000000001
6312,報告,"report, information",ほうこく,hōkoku,3,5.03,4.87
6313,目標,"mark, objective, target",もくひょう,mokuhyō,3,4.76,5.140000000000001
6314,繋ぐ,"to tie, to fasten, to connect, to transfer (phone call)",つなぐ,tsunagu,3,3.66,6.24
6315,楽,"comfort, ease",らく,raku,3,4.92,4.98
6316,コピー,"(1) a (photo)copy, (2) blurb on a book jacket",,kopī,3,4.54,5.36
6317,飛び出す,"to jump out, to rush out, to fly out",とびだす,tobidasu,3,3.41,6.49
6318,うまい,delicious,うまい,umai,3,4.63,5.2700000000000005
6319,手術,surgical operation,しゅじゅつ,shujutsu,3,4.62,5.28
6320,有る,"to be, to have",ある,aru,3,4.35,5.550000000000001
6321,世の中,"society, the world, the times",よのなか,yononaka,3,4.53,5.37
6322,故障,"break-down, failure, accident, out of order",こしょう,koshō,3,4.3,5.6000000000000005
6323,急速,rapid (e.g. progress),きゅうそく,kyūsoku,3,3.99,5.91
6324,読み,reading,よみ,yomi,3,4.92,4.98
6325,絵画,picture,かいが,kaiga,3,4.03,5.87
6326,波,wave,なみ,nami,3,4.53,5.37
6327,損害,"damage, injury, loss",そんがい,songai,3,4.28,5.62
6328,かわいらしい,"lovely, sweet",,kawairashii,3,3.2,6.7
6329,快適,"pleasant, agreeable, comfortable",かいてき,kaiteki,3,4.26,5.640000000000001
6330,単位,"unit, denomination, credit (in school)",たんい,tan'i,3,4.62,5.28
6331,決まり,"settlement, conclusion, regulation, rule",きまり,kimari,3,4.32,5.58
6332,所為,"cause, reason, fault",せい,sei,3,3.34,6.5600000000000005
6333,穀物,"grain, cereal, corn",こくもつ,kokumotsu,3,3.52,6.380000000000001
6334,常識,common sense,じょうしき,jōshiki,3,4.34,5.5600000000000005
6335,指導,"leadership, guidance, coaching",しどう,shidō,3,4.8,5.1000000000000005
6336,語,"language, word",ご,go,3,5.04,4.86
6337,中,"inside, middle, among",ちゅう,chū,3,6.16,3.74
6338,間違い,mistake,まちがい,machigai,3,5.03,4.87
6339,望む,"to desire, to wish for, to see, to command (a view of)",のぞむ,nozomu,3,4.19,5.71
6340,利益,"profits, gains, (political, economic) interest",りえき,rieki,3,4.63,5.2700000000000005
6341,どんなに,"how, how much",,donnani,3,4.37,5.53
6342,腰,hip,こし,koshi,3,4.49,5.41
6343,訴える,"to sue (a person), to resort to, to appeal to",うったえる,uttaeru,3,3.9,6.0
6344,又,"again, and",また,mata,3,4.04,5.86
6345,食う,(male) (vulg) to eat,くう,kū,3,4.24,5.66
6346,ユーモア,humor,,yūmoa,3,3.79,6.11
6347,そっくり,"all, altogether, entirely, be just like, the splitting image of",,sokkuri,3,4.26,5.640000000000001
6348,発行,issue (publications),はっこう,hakkō,3,4.59,5.3100000000000005
6349,成功,"success, hit",せいこう,seikō,3,5.07,4.83
6350,現状,"present condition, existing state, status quo",げんじょう,genjō,3,4.52,5.380000000000001
6351,従兄弟,cousin (male),いとこ,itoko,3,3.55,6.3500000000000005
6352,ぐっすり,"sound asleep, fast asleep",,gussuri,3,3.54,6.36
6353,ブレーキ,a brake,,burēki,3,4.23,5.67
6354,だけど,however,,dakedo,3,4.25,5.65
6355,勉強,"study, diligence, discount, reduction",べんきょう,benkyō,3,5.03,4.87
6356,人間,"human being, man, person",にんげん,ningen,3,5.53,4.37
6357,腐る,"to rot, to go bad",くさる,kusaru,3,3.38,6.5200000000000005
6358,女優,actress,じょゆう,joyū,3,4.72,5.180000000000001
6359,キャプテン,captain,,kyaputen,3,4.14,5.760000000000001
6360,パイプ,"(1) pipe, tube, (2) channels, official or otherwise",,paipu,3,4.11,5.79
6361,天然,"nature, spontaneity",てんねん,tennen,3,4.38,5.5200000000000005
6362,七,seven,しち,shichi,3,4.66,5.24
6363,警告,"warning, advice",けいこく,keikoku,3,4.21,5.69
6364,信じる,"to believe, to place trust in",しんじる,shinjiru,3,4.27,5.630000000000001
6365,連続,"serial, consecutive, continuity, continuing",れんぞく,renzoku,3,4.83,5.07
6366,とん,ton,（1000,(,3,4.14,5.760000000000001
6367,現実,reality,げんじつ,genjitsu,3,4.96,4.94
6368,農業,agriculture,のうぎょう,nōgyō,3,4.28,5.62
6369,現金,"cash, ready money, mercenary, self-interested",げんきん,genkin,3,4.44,5.46
6370,変更,"change, modification, alteration",へんこう,henkō,3,5.05,4.8500000000000005
6371,流行,"fashionable, fad, in vogue, prevailing",りゅうこう,ryūkō,3,4.45,5.45
6372,図書,books,としょ,tosho,3,3.78,6.120000000000001
6373,経営,"management, administration",けいえい,keiei,3,4.92,4.98
6374,代表,"representative, representation, delegation, type, example, model",だいひょう,daihyō,3,5.05,4.8500000000000005
6375,明ける,"to dawn, to become daylight",あける,akeru,3,2.99,6.91
6376,散歩,"walk, stroll",さんぽ,sanpo,3,4.42,5.48
6377,深刻,serious,しんこく,shinkoku,3,4.31,5.590000000000001
6378,眺める,"to view, to gaze at",ながめる,nagameru,3,3.69,6.210000000000001
6379,親戚,relative,しんせき,shinseki,3,4.1,5.800000000000001
6380,国会,"National Diet, parliament, congress",こっかい,kokkai,3,4.52,5.380000000000001
6381,帯,"band (e.g. conduction, valence)",おび,obi,3,4.72,5.180000000000001
6382,誕生,birth,たんじょう,tanjō,3,5.02,4.880000000000001
6383,参加,participation,さんか,sanka,3,5.45,4.45
6384,加える,"to append, to sum up, to add (up)",くわえる,kuwaeru,3,4.02,5.880000000000001
6385,学ぶ,"to study (in depth), to learn, to take lessons in",まなぶ,manabu,3,4.47,5.430000000000001
6386,まさか,by no means,,masaka,3,4.72,5.180000000000001
6387,追い付く,"to overtake, to catch up (with)",おいつく,oitsuku,3,2.21,7.69
6388,当たる,"to be hit, to be successful, to be equivalent to",あたる,ataru,3,4.5,5.4
6389,夜明け,"dawn, daybreak",よあけ,yoake,3,3.83,6.07
6390,関連,"relation, connection, relevance",かんれん,kanren,3,5.1,4.800000000000001
6391,順番,"turn (in line), order of things",じゅんばん,junban,3,4.15,5.75
6392,叱る,to scold,しかる,shikaru,3,3.06,6.84
6393,穏やか,"calm, gentle, quiet",おだやか,odayaka,3,4.11,5.79
6394,弾,"bullet, shot, shell",たま,tama,3,4.92,4.98
6395,宗教,religion,しゅうきょう,shūkyō,3,4.64,5.260000000000001
6396,完成,"(1) complete, completion, (2) perfection, accomplishment",かんせい,kansei,3,4.9,5.0
6397,お互い,"mutual, reciprocal, each other",おたがい,otagai,3,4.73,5.17
6398,等しい,equal,ひとしい,hitoshii,3,3.75,6.15
6399,芝生,lawn,しばふ,shibafu,3,3.6,6.300000000000001
6400,程度,"degree, amount, grade, standard, of the order of (following a number)",ていど,teido,3,5.06,4.840000000000001
6401,以来,"since, henceforth",いらい,irai,3,4.76,5.140000000000001
6402,あした,tomorrow,,ashita,3,3.73,6.17
6403,支店,branch store (office),してん,shiten,3,4.04,5.86
6404,尊重,"respect, esteem, regard",そんちょう,sonchō,3,4.11,5.79
6405,段,"step, stair, flight of steps, grade, rank, level",だん,dan,3,4.59,5.3100000000000005
6406,政府,"government, administration",せいふ,seifu,3,5.17,4.73
6407,配達,"delivery, distribution",はいたつ,haitatsu,3,4.16,5.74
6408,強盗,"robbery, burglary",ごうとう,gōtō,3,4.02,5.880000000000001
6409,駐車,parking (e.g. car),ちゅうしゃ,chūsha,3,4.52,5.380000000000001
6410,梅,"plum, plum-tree, lowest (of a three-tier ranking system)",うめ,ume,3,4.2,5.7
6411,否,"no, the noes",いや,iya,3,4.06,5.840000000000001
6412,アウト,out,,auto,3,4.39,5.510000000000001
6413,厄介,"trouble, burden, care, bother",やっかい,yakkai,3,3.99,5.91
6414,咳,cough,せき,seki,3,3.74,6.16
6415,者,person,もの,mono,3,6.2,3.7
6416,方々,"persons, this and that, here and there, everywhere",かたがた,katagata,3,4.43,5.470000000000001
6417,国語,national language,こくご,kokugo,3,3.96,5.94
6418,能力,"ability, faculty",のうりょく,nōryoku,3,5.02,4.880000000000001
6419,都,capital,みやこ,miyako,3,4.87,5.03
6420,支配,"rule, control, direction",しはい,shihai,3,4.75,5.15
6421,材料,"ingredients, material",ざいりょう,zairyō,3,4.41,5.49
6422,覚める,"to wake, to wake up",さめる,sameru,3,3.55,6.3500000000000005
6423,なかなか,"very, considerably, easily",,nakanaka,3,5.01,4.890000000000001
6424,名人,"master, expert",めいじん,meijin,3,3.67,6.23
6425,空,sky,から,kara,3,4.95,4.95
6426,僅か,"only, merely, a little, small quantity",わずか,wazuka,3,3.93,5.970000000000001
6427,賢い,"wise, clever, smart",かしこい,kashikoi,3,4.1,5.800000000000001
6428,画家,"painter, artist",がか,gaka,3,3.84,6.0600000000000005
6429,掴む,"to seize, to catch, to grasp",つかむ,tsukamu,3,3.58,6.32
6430,皆,"all, everyone, everybody",みんな,minna,3,4.94,4.96
6431,影,"shade, shadow, other side",かげ,kage,3,4.54,5.36
6432,ばったり,"with a clash (thud), with a bang, plump, flop",,battari,3,3.21,6.69
6433,ありがとう,"(conj, exp, int) Thank you",,arigatō,3,5.7,4.2
6434,感動,"being deeply moved, excitement, impression, deep emotion",かんどう,kandō,3,4.58,5.32
6435,現在,"present, up to now, nowadays, modern times, current",げんざい,genzai,3,5.34,4.5600000000000005
6436,屋根,roof,やね,yane,3,4.38,5.5200000000000005
6437,譲る,"to turn over, to assign, to hand over",ゆずる,yuzuru,3,3.49,6.41
6438,天候,weather,てんこう,tenkō,3,3.82,6.08
6439,自慢,"pride, boast",じまん,jiman,3,4.42,5.48
6440,失業,unemployment,しつぎょう,shitsugyō,3,3.91,5.99
6441,大戦,"great war, great battle",たいせん,taisen,3,4.28,5.62
6442,守る,"to protect, to obey, to guard, to abide (by the rules)",まもる,mamoru,3,4.7,5.2
6443,価値,"value, worth, merit",かち,kachi,3,5.01,4.890000000000001
6444,集まり,"gathering, meeting, assembly, collection",あつまり,atsumari,3,4.27,5.630000000000001
6445,これら,these,,korera,3,4.88,5.0200000000000005
6446,すごい,"terrible, dreadful, terrific, amazing, great",,sugoi,3,5.35,4.550000000000001
6447,大使,ambassador,たいし,taishi,3,4.01,5.890000000000001
6448,分析,analysis,ぶんせき,bunseki,3,4.68,5.220000000000001
6449,先日,"the other day, a few days ago",せんじつ,senjitsu,3,4.42,5.48
6450,悲劇,tragedy,ひげき,higeki,3,4.15,5.75
6451,現れる,"(1) to appear, to come in sight, to become visible, (2) to express oneself",あらわれる,arawareru,3,4.34,5.5600000000000005
6452,アルバム,album,,arubamu,3,4.75,5.15
6453,友情,"friendship, fellowship",ゆうじょう,yūjō,3,4.12,5.78
6454,泥,mud,どろ,doro,3,4.17,5.73
6455,刀,"sword, saber, knife, engraving tool",かたな,katana,3,4.45,5.45
6456,話題,"topic, subject",わだい,wadai,3,5.05,4.8500000000000005
6457,通過,"passage through, passing",つうか,tsūka,3,4.35,5.550000000000001
6458,滅多に,"rarely (with neg. verb), seldom",めったに,mettani,3,3.01,6.890000000000001
6459,度,counter for occurrences,たび,tabi,3,5.64,4.260000000000001
6460,希望,"hope, wish, aspiration",きぼう,kibō,3,5.09,4.8100000000000005
6461,様子,"aspect, state, appearance",ようす,yōsu,3,4.74,5.16
6462,越す,to go over (e.g. with audience),こす,kosu,3,2.96,6.94
6463,チャンス,"chance, opportunity",,chansu,3,4.74,5.16
6464,交際,"company, friendship, association, society, acquaintance",こうさい,kōsai,3,4.16,5.74
6465,申し込む,"to apply for, to make an application",もうしこむ,mōshikomu,3,3.27,6.630000000000001
6466,程,"degree, extent, bounds, limit",ほど,hodo,3,4.6,5.300000000000001
6467,救助,"relief, aid, rescue",きゅうじょ,kyūjo,3,4.13,5.7700000000000005
6468,新た,"new, fresh, novel",あらた,arata,3,4.86,5.04
6469,列車,train (ordinary),れっしゃ,ressha,3,4.52,5.380000000000001
6470,一種,"a species, a kind, a variety",いっしゅ,isshu,3,4.14,5.760000000000001
6471,考え,"thinking, thought, ideas, intention",かんがえ,kangae,3,5.75,4.15
6472,商売,"trade, business, commerce, transaction, occupation",しょうばい,shōbai,3,4.14,5.760000000000001
6473,欠席,"absence, non-attendance",けっせき,kesseki,3,3.72,6.18
6474,絶対,"absolute, unconditional, absoluteness",ぜったい,zettai,3,5.31,4.590000000000001
6475,農家,"farmer, farm family",のうか,nōka,3,4.1,5.800000000000001
6476,幾つ,"how many?, how old?",いくつ,ikutsu,3,4.04,5.86
6477,信号,"traffic lights, signal, semaphore",しんごう,shingō,3,4.51,5.390000000000001
6478,付ける,"to attach, to join, to add, to append",つける,tsukeru,3,4.3,5.6000000000000005
6479,そして,and,,soshite,3,5.61,4.29
6480,ぼんやり,"absent-minded, block-head, dim, faint, vague",,bon'yari,3,3.63,6.2700000000000005
6481,スキー,skiing,,sukī,3,4.18,5.720000000000001
6482,辛い,"painful, heart-breaking",つらい,tsurai,3,4.66,5.24
6483,生命,"life, existence",せいめい,seimei,3,4.64,5.260000000000001
6484,構う,"to mind, to care about, to be concerned about",かまう,kamau,3,2.95,6.95
6485,交換,"exchange, interchange, reciprocity",こうかん,kōkan,3,4.99,4.91
6486,知事,prefectural governor,ちじ,chiji,3,4.29,5.61
6487,やはり,"also, as I thought, still, in spite of, absolutely, of course",,yahari,3,4.82,5.08
6488,進める,"to advance, to promote, to hasten",すすめる,susumeru,3,4.15,5.75
6489,爆発,"explosion, detonation, eruption",ばくはつ,bakuhatsu,3,4.74,5.16
6490,かわいそう,"poor, pitiable, pathetic",,kawaisō,3,4.26,5.640000000000001
6491,横切る,"to cross (e.g. arms), to traverse",よこぎる,yokogiru,3,3.08,6.82
6492,害,"injury, harm, evil influence, damage",がい,gai,3,4.03,5.87
6493,自殺,suicide,じさつ,jisatsu,3,4.68,5.220000000000001
6494,トラック,"(1) truck, (2) (running) track",,torakku,3,4.64,5.260000000000001
6495,承知,"consent, acceptance, assent, admitting",しょうち,shōchi,3,4.06,5.840000000000001
6496,宇宙,"universe, cosmos, space",うちゅう,uchū,3,4.93,4.970000000000001
6497,適切,"pertinent, appropriate, adequate, relevance",てきせつ,tekisetsu,3,4.35,5.550000000000001
6498,ダイヤ,"(1) dyer, (2) diagram, (3) (railway) schedule, (4) diamond",,daiya,3,4.35,5.550000000000001
6499,管理,"control, management (e.g. of a business)",かんり,kanri,3,5.16,4.74
6500,豊か,"abundant, wealthy, plentiful, rich",ゆたか,yutaka,3,4.31,5.590000000000001
6501,競技,"game, match, contest",きょうぎ,kyōgi,3,4.44,5.46
6502,設計,"plan, design",せっけい,sekkei,3,4.78,5.12
6503,汚染,"pollution, contamination",おせん,osen,3,4.29,5.61
6504,調子,"tune, tone, key",ちょうし,chōshi,3,4.69,5.21
6505,かなり,"considerably, fairly, quite",,kanari,3,5.25,4.65
6506,海外,"foreign, abroad, overseas",かいがい,kaigai,3,5.1,4.800000000000001
6507,安定,"stability, equilibrium",あんてい,antei,3,4.83,5.07
6508,それ,"it, that",（接。感）,(.),3,6.15,3.75
6509,きつい,"tight, close, intense",,kitsui,3,4.22,5.680000000000001
6510,記者,reporter,きしゃ,kisha,3,4.63,5.2700000000000005
6511,負け,"defeat, loss, losing (a game)",まけ,make,3,4.92,4.98
6512,流れ,"stream, current",ながれ,nagare,3,5.03,4.87
6513,評価,"valuation, estimation, assessment, evaluation",ひょうか,hyōka,3,5.1,4.800000000000001
6514,憲法,constitution,けんぽう,kenpō,3,4.58,5.32
6515,劇場,"theatre, playhouse",げきじょう,gekijō,3,4.67,5.23
6516,働き,"work, labor",はたらき,hataraki,3,4.53,5.37
6517,停留所,bus or tram stop,ていりゅうじょ,teiryūjo,3,2.99,6.91
6518,骨,bone,ほね,hone,3,4.58,5.32
6519,おめでとう,"Congratulations!, an auspicious occasion!",,omedetō,3,4.83,5.07
6520,空く,"(1) to open, to become empty, (2) to be less crowded",すく,suku,3,3.22,6.68
6521,メンバー,member,,menbā,3,5.05,4.8500000000000005
6522,癖,"a habit (often a bad habit), peculiarity",くせ,kuse,3,4.31,5.590000000000001
6523,詩,"poem, verse of poetry",し,shi,3,4.2,5.7
6524,感じる,"to feel, to sense, to experience",かんじる,kanjiru,3,5.01,4.890000000000001
6525,上,"upper, outer, surface",うわ,uwa,3,5.75,4.15
6526,いずれ,"where, which, who",,izure,3,4.81,5.090000000000001
6527,保存,"preservation, conservation, storage, maintenance",ほぞん,hozon,3,4.75,5.15
6528,あちこち,here and there,,achikochi,3,4.09,5.8100000000000005
6529,適度,moderate,てきど,tekido,3,3.76,6.140000000000001
6530,横断,crossing,おうだん,ōdan,3,3.91,5.99
6531,いけない,"must not do, bad, wrong, not good",,ikenai,3,5.38,4.5200000000000005
6532,布,cloth,ぬの,nuno,3,4.22,5.680000000000001
6533,夕べ,evening,ゆうべ,yūbe,3,3.13,6.7700000000000005
6534,専攻,"major subject, special study",せんこう,senkō,3,3.87,6.03
6535,答案,"examination paper, examination script",とうあん,tōan,3,2.92,6.98
6536,寄付,"contribution, donation",きふ,kifu,3,4.23,5.67
6537,円,"circle, money",えん,en,3,5.8,4.1000000000000005
6538,罹る,to suffer from,かかる,kakaru,3,2.22,7.68
6539,パイロット,pilot,,pairotto,3,4.32,5.58
6540,係,"official, duty, person in charge",かかり,kakari,3,4.22,5.680000000000001
6541,偶,"even number, couple, man and wife, friend",たま,tama,3,3.13,6.7700000000000005
6542,コーチ,coach,,kōchi,3,4.33,5.57
6543,検査,"inspection (e.g. customs, factory), examination",けんさ,kensa,3,4.77,5.130000000000001
6544,位,"grade, rank, about",くらい,kurai,3,5.52,4.380000000000001
6545,従う,"to abide (by the rules), to obey, to follow, to accompany",したがう,shitagau,3,4.0,5.9
6546,維持,"maintenance, preservation",いじ,iji,3,4.78,5.12
6547,陰,"shade, shadow, other side",かげ,kage,3,4.05,5.8500000000000005
6548,節約,"economising, saving",せつやく,setsuyaku,3,4.06,5.840000000000001
6549,光景,"scene, spectacle",こうけい,kōkei,3,4.11,5.79
6550,他人,"another person, unrelated person, outsider, stranger",たにん,tanin,3,4.74,5.16
6551,祝い,"celebration, festival",いわい,iwai,3,3.97,5.93
6552,主婦,"housewife, mistress",しゅふ,shufu,3,4.15,5.75
6553,思わず,"unintentional, spontaneous",おもわず,omowazu,3,4.23,5.67
6554,移す,"to remove, to transfer, to infect",うつす,utsusu,3,3.74,6.16
6555,団体,"organization, association",だんたい,dantai,3,4.81,5.090000000000001
6556,日常,"ordinary, regular, everyday, usual",にちじょう,nichijō,3,4.66,5.24
6557,基本,"foundation, basis, standard",きほん,kihon,3,5.16,4.74
6558,敵,"enemy, rival",てき,teki,3,5.05,4.8500000000000005
6559,しまう,"to finish, to close, to do something completely",（終わる）,(waru),3,5.45,4.45
6560,こんにちは,"hello, good day (daytime greeting, id)",,konnichiha,3,4.74,5.16
6561,つまり,"in short, in brief, in other words",,tsumari,3,5.07,4.83
6562,ゴール,goal,,gōru,3,4.41,5.49
6563,製品,"manufactured goods, finished goods",せいひん,seihin,3,4.77,5.130000000000001
6564,案内,"information, guidance, leading",あんない,annai,3,4.71,5.19
6565,電子,electron,でんし,denshi,3,4.81,5.090000000000001
6566,それぞれ,"each, every, either, respectively, severally",,sorezore,3,4.99,4.91
6567,拡大,"magnification, enlargement",かくだい,kakudai,3,4.67,5.23
6568,とにかく,"anyhow, at any rate, anyway, somehow or other, generally speaking, in any case",,tonikaku,3,4.8,5.1000000000000005
6569,一致,"(1) coincidence, agreement, (2) conformity",いっち,itchi,3,4.39,5.510000000000001
6570,どこか,"somewhere, anywhere",,dokoka,3,5.53,4.37
6571,ノック,"(1) knock, (2) fungo (baseball)",,nokku,3,3.6,6.300000000000001
6572,鉄,iron,てつ,tetsu,3,4.51,5.390000000000001
6573,税金,"tax, duty",ぜいきん,zeikin,3,4.19,5.71
6574,四,four,し,shi,3,4.93,4.970000000000001
6575,強力,"herculean strength, mountain carrier-guide",きょうりょく,kyōryoku,3,4.45,5.45
6576,現象,phenomenon,げんしょう,genshō,3,4.51,5.390000000000001
6577,罰する,"to punish, to penalize",ばっする,bassuru,3,3.04,6.86
6578,主張,"claim, request, insistence, assertion",しゅちょう,shuchō,3,4.81,5.090000000000001
6579,音,"sound, note",おん,on,3,5.24,4.66
6580,轢く,"to run somebody over (with vehicle), to knock someone down",ひく,hiku,3,2.52,7.380000000000001
6581,小屋,"hut, cabin, shed, (animal) pen",こや,koya,3,4.11,5.79
6582,個人,"individual, private person, personal, private",こじん,kojin,3,5.28,4.62
6583,苦手,"poor (at), weak (in), dislike (of)",にがて,nigate,3,4.6,5.300000000000001
6584,通行,"passage, passing",つうこう,tsūkō,3,3.89,6.01
6585,宝,treasure,たから,takara,3,4.32,5.58
6586,与える,"to give, to present, to award",あたえる,ataeru,3,4.67,5.23
6587,知恵,"wisdom, wit, sagacity, sense, intelligence, advice",ちえ,chie,3,4.07,5.83
6588,宝石,"gem, jewel",ほうせき,hōseki,3,4.27,5.630000000000001
6589,婚約,"engagement, betrothal",こんやく,kon'yaku,3,4.08,5.82
6590,嬉しい,"happy, glad, pleasant",うれしい,ureshii,3,4.99,4.91
6591,城,castle,しろ,shiro,3,4.77,5.130000000000001
6592,はあ,,（感）,(),3,3.88,6.0200000000000005
6593,年寄,"old people, the aged",としより,toshiyori,3,3.0,6.9
6594,マーケット,market,,māketto,3,3.99,5.91
6595,外交,diplomacy,がいこう,gaikō,3,4.37,5.53
6596,観客,"audience, spectator(s)",かんきゃく,kankyaku,3,4.18,5.720000000000001
6597,衛星,satellite,えいせい,eisei,3,4.39,5.510000000000001
6598,取り上げる,"to take up, to pick up, to disqualify, to confiscate, to deprive",とりあげる,toriageru,3,3.64,6.26
6599,義務,"duty, obligation, responsibility",ぎむ,gimu,3,4.53,5.37
6600,至る,"to come, to arrive",いたる,itaru,3,4.36,5.54
6601,候補,candidacy,こうほ,kōho,3,4.66,5.24
6602,バッグ,"bag, bug",,baggu,3,4.44,5.46
6603,水準,"(1) water level, (2) level, standard",すいじゅん,suijun,3,4.06,5.840000000000001
6604,平ら,"flatness, level, smooth, calm, plain",たいら,taira,3,3.4,6.5
6605,作物,"produce (e.g. agricultural), crops",さくもつ,sakumotsu,3,3.65,6.25
6606,支払う,to pay,しはらう,shiharau,3,4.02,5.880000000000001
6607,飯,"(sl) meals, food",めし,meshi,3,4.52,5.380000000000001
6608,型,"mold, model, style, shape, data-type",かた,kata,3,5.35,4.550000000000001
6609,収入,"income, receipts, revenue",しゅうにゅう,shūnyū,3,4.67,5.23
6610,広告,advertisement,こうこく,kōkoku,3,4.83,5.07
6611,おじいさん,"grandfather, male senior-citizen",,ojiisan,3,3.54,6.36
6612,帰宅,returning home,きたく,kitaku,3,4.3,5.6000000000000005
6613,暮れ,"year end, sunset, nightfall, end",くれ,kure,3,3.57,6.33
6614,禁煙,No Smoking!,きんえん,kin'en,3,3.98,5.92
6615,宜しい,"(hon) good, OK, all right, fine, very well, will do, may, can",よろしい,yoroshii,3,3.37,6.53
6616,替える,"to exchange, to interchange, to substitute, to replace",かえる,kaeru,3,3.39,6.51
6617,寧ろ,"rather, better, instead",むしろ,mushiro,3,3.32,6.58
6618,ビール,beer,,bīru,3,4.67,5.23
6619,疑問,"question, problem, doubt, guess",ぎもん,gimon,3,4.6,5.300000000000001
6620,供給,"supply, provision",きょうきゅう,kyōkyū,3,4.4,5.5
6621,スタイル,style,,sutairu,3,4.79,5.11
6622,議員,"member of the Diet, congress or parliament",ぎいん,giin,3,5.08,4.82
6623,スイッチ,switch,,suitchi,3,4.35,5.550000000000001
6624,認める,"to recognize, to appreciate, to approve, to admit, to notice",みとめる,mitomeru,3,4.37,5.53
6625,最低,"least, lowest, worst",さいてい,saitei,3,4.67,5.23
6626,でも,"but, however",でも,demo,3,6.15,3.75
6627,科目,"(school) subject, curriculum, course",かもく,kamoku,3,4.02,5.880000000000001
6628,ほぼ,"almost, roughly, approximately",,hobo,3,5.01,4.890000000000001
6629,ただ,"free of charge, mere, only",,tada,3,5.5,4.4
6630,長期,long time period,ちょうき,chōki,3,4.43,5.470000000000001
6631,空き,"room, time to spare, emptiness",あき,aki,3,4.06,5.840000000000001
6632,限る,"to restrict, to limit, to confine",かぎる,kagiru,3,3.79,6.11
6633,芝居,"play, drama",しばい,shibai,3,4.05,5.8500000000000005
6634,土地,"plot of land, lot, soil",とち,tochi,3,4.75,5.15
6635,塀,"wall, fence",へい,hei,3,3.6,6.300000000000001
6636,離婚,divorce,りこん,rikon,3,4.48,5.42
6637,共同,"cooperation, association, collaboration, joint",きょうどう,kyōdō,3,4.57,5.33
6638,住民,"citizens, inhabitants, residents, population",じゅうみん,jūmin,3,4.65,5.25
6639,街,"(1) town, (2) street, road",まち,machi,3,5.16,4.74
6640,感覚,"sense, sensation",かんかく,kankaku,3,4.8,5.1000000000000005
6641,居眠り,"dozing, nodding off",いねむり,inemuri,3,3.5,6.4
6642,緊張,"tension, mental strain, nervousness",きんちょう,kinchō,3,4.52,5.380000000000001
6643,物音,sounds,ものおと,monōto,3,2.95,6.95
6644,変化,"goblin, ghost, apparition, bugbear",へんか,henka,3,4.87,5.03
6645,節,"tune, tone, knot, knob, point",ふし,fushi,3,4.34,5.5600000000000005
6646,検討,"consideration, examination, investigation, study, scrutiny",けんとう,kentō,3,4.71,5.19
6647,合わせる,"to join together, to be opposite, to face, to unite",あわせる,awaseru,3,4.09,5.8100000000000005
6648,別に,"(not) particularly, nothing",べつに,betsuni,3,4.73,5.17
6649,財産,"property, fortune, assets",ざいさん,zaisan,3,4.39,5.510000000000001
6650,飛ばす,"to skip over, to omit",とばす,tobasu,3,3.92,5.98
6651,炎,flame,ほのお,honō,3,4.58,5.32
6652,発展,"development, growth",はってん,hatten,3,4.61,5.29
6653,越える,"to exceed, to cross over, to cross",こえる,koeru,3,3.88,6.0200000000000005
6654,不安,"anxiety, uneasiness, insecurity, suspense",ふあん,fuan,3,4.84,5.0600000000000005
